ubica_geo,entidad,desc_ent,municipio,desc_mun
30007,30,Veracruz de Ignacio de la Llave,7,Camaron De Tejeda
30011,30,Veracruz de Ignacio de la Llave,11,Alvarado
30013,30,Veracruz de Ignacio de la Llave,13,Naranjos Amatlan
30014,30,Veracruz de Ignacio de la Llave,14,Amatlan De Los Reyes
30015,30,Veracruz de Ignacio de la Llave,15,Angel R. Cabada
30016,30,Veracruz de Ignacio de la Llave,16,La Antigua
30023,30,Veracruz de Ignacio de la Llave,23,Atzalan
30024,30,Veracruz de Ignacio de la Llave,24,Tlaltetela
30026,30,Veracruz de Ignacio de la Llave,26,Banderilla
30027,30,Veracruz de Ignacio de la Llave,27,Benito Juarez
30028,30,Veracruz de Ignacio de la Llave,28,Boca Del Rio
30030,30,Veracruz de Ignacio de la Llave,30,Camerino Z. Mendoza
30032,30,Veracruz de Ignacio de la Llave,32,Catemaco
30033,30,Veracruz de Ignacio de la Llave,33,Cazones De Herrera
30034,30,Veracruz de Ignacio de la Llave,34,Cerro Azul
30038,30,Veracruz de Ignacio de la Llave,38,Coatepec
30039,30,Veracruz de Ignacio de la Llave,39,Coatzacoalcos
30040,30,Veracruz de Ignacio de la Llave,40,Coatzintla
30043,30,Veracruz de Ignacio de la Llave,43,Comapa
30044,30,Veracruz de Ignacio de la Llave,44,Cordoba
30045,30,Veracruz de Ignacio de la Llave,45,Cosamaloapan De Carpio
30048,30,Veracruz de Ignacio de la Llave,48,Cosoleacaque
30049,30,Veracruz de Ignacio de la Llave,49,Cotaxtla
30051,30,Veracruz de Ignacio de la Llave,51,Coyutla
30052,30,Veracruz de Ignacio de la Llave,52,Cuichapa
30053,30,Veracruz de Ignacio de la Llave,53,Cuitlahuac
30057,30,Veracruz de Ignacio de la Llave,57,Chiconquiaco
30059,30,Veracruz de Ignacio de la Llave,59,Chinameca
30061,30,Veracruz de Ignacio de la Llave,61,Las Choapas
30062,30,Veracruz de Ignacio de la Llave,62,Chocaman
30065,30,Veracruz de Ignacio de la Llave,65,Emiliano Zapata
30068,30,Veracruz de Ignacio de la Llave,68,Fortin
30070,30,Veracruz de Ignacio de la Llave,70,Hidalgotitlan
30071,30,Veracruz de Ignacio de la Llave,71,Huatusco
30073,30,Veracruz de Ignacio de la Llave,73,Hueyapan De Ocampo
30075,30,Veracruz de Ignacio de la Llave,75,Ignacio De La Llave
30080,30,Veracruz de Ignacio de la Llave,80,Ixhuatlan Del Cafe
30083,30,Veracruz de Ignacio de la Llave,83,Ixhuatlan De Madero
30085,30,Veracruz de Ignacio de la Llave,85,Ixtaczoquitlan
30087,30,Veracruz de Ignacio de la Llave,87,Xalapa
30090,30,Veracruz de Ignacio de la Llave,90,Jamapa
30092,30,Veracruz de Ignacio de la Llave,92,Xico
30094,30,Veracruz de Ignacio de la Llave,94,Juan Rodriguez Clara
30100,30,Veracruz de Ignacio de la Llave,100,Manlio Fabio Altamirano
30102,30,Veracruz de Ignacio de la Llave,102,Martinez De La Torre
30103,30,Veracruz de Ignacio de la Llave,103,Mecatlan
30104,30,Veracruz de Ignacio de la Llave,104,Mecayapan
30108,30,Veracruz de Ignacio de la Llave,108,Minatitlan
30109,30,Veracruz de Ignacio de la Llave,109,Misantla
30115,30,Veracruz de Ignacio de la Llave,115,Nogales
30117,30,Veracruz de Ignacio de la Llave,117,Omealca
30118,30,Veracruz de Ignacio de la Llave,118,Orizaba
30121,30,Veracruz de Ignacio de la Llave,121,Ozuluama De Mascareñas
30122,30,Veracruz de Ignacio de la Llave,122,Pajapan
30123,30,Veracruz de Ignacio de la Llave,123,Panuco
30124,30,Veracruz de Ignacio de la Llave,124,Papantla
30128,30,Veracruz de Ignacio de la Llave,128,Perote
30130,30,Veracruz de Ignacio de la Llave,130,Playa Vicente
30131,30,Veracruz de Ignacio de la Llave,131,Poza Rica De Hidalgo
30133,30,Veracruz de Ignacio de la Llave,133,Pueblo Viejo
30135,30,Veracruz de Ignacio de la Llave,135,Rafael Delgado
30138,30,Veracruz de Ignacio de la Llave,138,Rio Blanco
30141,30,Veracruz de Ignacio de la Llave,141,San Andres Tuxtla
30142,30,Veracruz de Ignacio de la Llave,142,San Juan Evangelista
30144,30,Veracruz de Ignacio de la Llave,144,Sayula De Aleman
30145,30,Veracruz de Ignacio de la Llave,145,Soconusco
30148,30,Veracruz de Ignacio de la Llave,148,Soledad De Doblado
30149,30,Veracruz de Ignacio de la Llave,149,Soteapan
30153,30,Veracruz de Ignacio de la Llave,153,Tancoco
30155,30,Veracruz de Ignacio de la Llave,155,Tantoyuca
30157,30,Veracruz de Ignacio de la Llave,157,Castillo De Teayo
30160,30,Veracruz de Ignacio de la Llave,160,Alamo Temapache
30161,30,Veracruz de Ignacio de la Llave,161,Tempoal
30163,30,Veracruz de Ignacio de la Llave,163,Tenochtitlan
30172,30,Veracruz de Ignacio de la Llave,172,Texistepec
30174,30,Veracruz de Ignacio de la Llave,174,Tierra Blanca
30175,30,Veracruz de Ignacio de la Llave,175,Tihuatlan
30181,30,Veracruz de Ignacio de la Llave,181,Tlalixcoyan
30183,30,Veracruz de Ignacio de la Llave,183,Tlapacoyan
30189,30,Veracruz de Ignacio de la Llave,189,Tuxpan
30193,30,Veracruz de Ignacio de la Llave,193,Veracruz
30195,30,Veracruz de Ignacio de la Llave,195,Xoxocotla
30197,30,Veracruz de Ignacio de la Llave,197,Yecuatla
30201,30,Veracruz de Ignacio de la Llave,201,Zongolica
30202,30,Veracruz de Ignacio de la Llave,202,Zontecomatlan De Lopez Y Fuentes
30204,30,Veracruz de Ignacio de la Llave,204,Agua Dulce
30206,30,Veracruz de Ignacio de la Llave,206,Nanchital De Lazaro Cardenas Del Rio
31001,31,Yucatán,1,Abala
31009,31,Yucatán,9,Cansahcab
31010,31,Yucatán,10,Cantamayec
31012,31,Yucatán,12,Cenotillo
31013,31,Yucatán,13,Conkal
31014,31,Yucatán,14,Cuncunul
31015,31,Yucatán,15,Cuzama
31017,31,Yucatán,17,Chankom
31018,31,Yucatán,18,Chapab
31019,31,Yucatán,19,Chemax
31021,31,Yucatán,21,Chichimila
31029,31,Yucatán,29,Dzilam Gonzalez
31031,31,Yucatán,31,Dzoncauich
31032,31,Yucatán,32,Espita
31033,31,Yucatán,33,Halacho
31034,31,Yucatán,34,Hocaba
31036,31,Yucatán,36,Homun
31038,31,Yucatán,38,Hunucma
31039,31,Yucatán,39,Ixil
31040,31,Yucatán,40,Izamal
31041,31,Yucatán,41,Kanasin
31044,31,Yucatán,44,Kinchil
31045,31,Yucatán,45,Kopoma
31048,31,Yucatán,48,Maxcanu
31050,31,Yucatán,50,Merida
31051,31,Yucatán,51,Mococha
31052,31,Yucatán,52,Motul
31053,31,Yucatán,53,Muna
31054,31,Yucatán,54,Muxupip
31056,31,Yucatán,56,Oxkutzcab
31058,31,Yucatán,58,Peto
31059,31,Yucatán,59,Progreso
31060,31,Yucatán,60,Quintana Roo
31061,31,Yucatán,61,Rio Lagartos
31064,31,Yucatán,64,Sanahcat
31066,31,Yucatán,66,Santa Elena
31076,31,Yucatán,76,Tecoh
31079,31,Yucatán,79,Tekax
31082,31,Yucatán,82,Telchac Pueblo
31084,31,Yucatán,84,Temax
31085,31,Yucatán,85,Temozon
31086,31,Yucatán,86,Tepakan
31087,31,Yucatán,87,Tetiz
31088,31,Yucatán,88,Teya
31089,31,Yucatán,89,Ticul
31093,31,Yucatán,93,Tixkokob
31096,31,Yucatán,96,Tizimin
31098,31,Yucatán,98,Tzucacab
31099,31,Yucatán,99,Uayma
31101,31,Yucatán,101,Uman
31102,31,Yucatán,102,Valladolid
31104,31,Yucatán,104,Yaxcaba
31106,31,Yucatán,106,Yobain
32002,32,Zacatecas,2,Apulco
32005,32,Zacatecas,5,Calera
32007,32,Zacatecas,7,Concepcion Del Oro
32009,32,Zacatecas,9,Chalchihuites
32010,32,Zacatecas,10,Fresnillo
32012,32,Zacatecas,12,Genaro Codina
32014,32,Zacatecas,14,General Francisco R. Murguia
32016,32,Zacatecas,16,General Panfilo Natera
32017,32,Zacatecas,17,Guadalupe
32019,32,Zacatecas,19,Jalpa
32020,32,Zacatecas,20,Jerez
32022,32,Zacatecas,22,Juan Aldama
32023,32,Zacatecas,23,Juchipila
32024,32,Zacatecas,24,Loreto
32025,32,Zacatecas,25,Luis Moya
32026,32,Zacatecas,26,Mazapil
32029,32,Zacatecas,29,Miguel Auza
32033,32,Zacatecas,33,Moyahua De Estrada
32036,32,Zacatecas,36,Ojocaliente
32038,32,Zacatecas,38,Pinos
32039,32,Zacatecas,39,Rio Grande
32040,32,Zacatecas,40,Sain Alto
32042,32,Zacatecas,42,Sombrerete
32044,32,Zacatecas,44,Tabasco
32045,32,Zacatecas,45,Tepechitlan
32046,32,Zacatecas,46,Tepetongo
32048,32,Zacatecas,48,Tlaltenango De Sanchez Roman
32049,32,Zacatecas,49,Valparaiso
32050,32,Zacatecas,50,Vetagrande
32051,32,Zacatecas,51,Villa De Cos
32052,32,Zacatecas,52,Villa Garcia
32053,32,Zacatecas,53,Villa Gonzalez Ortega
32054,32,Zacatecas,54,Villa Hidalgo
32055,32,Zacatecas,55,Villanueva
32056,32,Zacatecas,56,Zacatecas
32057,32,Zacatecas,57,Trancoso
